,day,type,direction,amount,balance
3459,176,CLIENT_IN,in,275726.11,36020778.4
3460,176,CLIENT_OUT,out,1549858.91,34470919.49
3461,176,CLIENT_OUT,out,931613.27,33539306.22
3462,176,DEPOSIT_IN,in,6843424.72,40382730.95
3463,176,CLIENT_OUT,out,3144907.89,37237823.06
3464,176,CLIENT_OUT,out,4139047.37,33098775.69
3465,176,CLIENT_IN,in,4943135.87,38041911.56
3466,176,CLIENT_OUT,out,4833465.89,33208445.67
3467,176,CLIENT_OUT,out,2059305.5,31149140.17
3468,176,CLIENT_IN,in,3388481.83,34537621.99
3469,176,CLIENT_IN,in,614568.28,35152190.28
3470,176,CLIENT_IN,in,423526.27,35575716.55
3471,176,LOAN_ISSUE,out,15528652.68,20047063.87
3472,176,CLIENT_IN,in,4661025.68,24708089.55
3473,177,CLIENT_OUT,out,4366484.93,20341604.62
3474,177,CLIENT_OUT,out,912119.18,19429485.44
3475,177,CLIENT_IN,in,304499.25,19733984.69
3476,177,CLIENT_OUT,out,880010.94,18853973.74
3477,177,LOAN_ISSUE,out,18021131.52,10000000.0
3478,177,CLIENT_IN,in,3912588.82,13912588.82
3479,177,CLIENT_OUT,out,986535.74,12926053.09
3480,177,DEPOSIT_IN,in,4761768.37,17687821.46
3481,177,CLIENT_OUT,out,2261651.62,15426169.84
3482,177,CLIENT_IN,in,1355464.87,16781634.71
3483,177,LOAN_ISSUE,out,15251236.46,10000000.0
3484,177,CLIENT_OUT,out,2283648.25,10000000.0
3485,177,DEPOSIT_IN,in,9281866.72,19281866.72
3486,177,CLIENT_OUT,out,4295858.73,14986007.98
3487,177,CLIENT_OUT,out,3628087.83,11357920.16
3488,177,CLIENT_IN,in,4226088.01,15584008.16
3489,177,CLIENT_IN,in,448457.17,16032465.34
3490,177,CLIENT_IN,in,2262811.97,18295277.31
3491,177,DEPOSIT_IN,in,5825665.11,24120942.42
3492,177,CLIENT_OUT,out,2339864.49,21781077.93
3493,177,CLIENT_OUT,out,3947244.01,17833833.92
3494,178,CLIENT_OUT,out,3622238.52,14211595.4
3495,178,CLIENT_IN,in,3185762.37,17397357.78
3496,178,CLIENT_IN,in,2909715.46,20307073.23
3497,178,CLIENT_OUT,out,2017143.65,18289929.59
3498,178,LOAN_ISSUE,out,14507304.18,10000000.0
3499,178,CLIENT_OUT,out,1599932.29,10000000.0
3500,178,CLIENT_IN,in,4358532.01,14358532.01
3501,178,CLIENT_OUT,out,2635376.65,11723155.35
3502,178,CLIENT_IN,in,560704.72,12283860.08
3503,178,CLIENT_OUT,out,534953.36,11748906.72
3504,178,CLIENT_OUT,out,4175611.2,10000000.0
3505,178,CLIENT_IN,in,2682060.22,12682060.22
3506,178,CLIENT_OUT,out,3630342.19,10000000.0
3507,178,CLIENT_IN,in,834821.53,10834821.53
3508,178,CLIENT_OUT,out,181626.14,10653195.39
3509,178,CLIENT_OUT,out,3899755.25,10000000.0
3510,178,CLIENT_IN,in,588501.02,10588501.02
3511,178,CLIENT_OUT,out,3271986.01,10000000.0
3512,178,TAX,out,7252218.51,10000000.0
3513,179,CLIENT_IN,in,4629028.08,14629028.08
3514,179,DEPOSIT_IN,in,6280053.13,20909081.21
3515,179,DEPOSIT_IN,in,7059985.74,27969066.95
3516,179,CLIENT_IN,in,3242324.15,31211391.1
3517,179,CLIENT_IN,in,2973244.69,34184635.79
3518,179,CLIENT_OUT,out,2353637.21,31830998.58
3519,179,CLIENT_OUT,out,2114606.27,29716392.31
3520,179,DEPOSIT_IN,in,4155181.4,33871573.71
3521,179,CLIENT_IN,in,2457074.51,36328648.22
3522,179,CLIENT_IN,in,1297573.39,37626221.62
3523,179,DEPOSIT_IN,in,1132878.09,38759099.7
3524,179,DEPOSIT_IN,in,7382348.68,46141448.38
3525,179,CLIENT_OUT,out,1877315.15,44264133.23
3526,179,CLIENT_IN,in,4043568.48,48307701.71
3527,179,DEPOSIT_IN,in,8309568.87,56617270.59
3528,179,CLIENT_IN,in,3471034.55,60088305.14
3529,179,CLIENT_OUT,out,1442993.34,58645311.8
3530,179,LOAN_ISSUE,out,1284781.25,57360530.55
3531,179,CLIENT_OUT,out,2190867.29,55169663.26
3532,179,CLIENT_OUT,out,549287.42,54620375.84
3533,180,CLIENT_OUT,out,1359809.47,53260566.37
3534,180,CLIENT_OUT,out,3728104.89,49532461.48
3535,180,CLIENT_OUT,out,3931284.13,45601177.35
3536,180,CLIENT_OUT,out,3430814.13,42170363.21
3537,180,LOAN_ISSUE,out,4437219.29,37733143.92
3538,180,CLIENT_IN,in,3342069.5,41075213.42
3539,180,CLIENT_OUT,out,1393235.06,39681978.36
3540,180,CLIENT_IN,in,4267413.78,43949392.14
3541,180,LOAN_ISSUE,out,8685271.75,35264120.39
3542,180,CLIENT_OUT,out,1225998.6,34038121.79
3543,180,CLIENT_IN,in,1862742.26,35900864.06
3544,180,CLIENT_IN,in,2855774.34,38756638.4
3545,180,DEPOSIT_IN,in,1145709.79,39902348.19
3546,180,CLIENT_IN,in,2346481.35,42248829.54
3547,180,CLIENT_IN,in,3026233.28,45275062.82
3548,180,CLIENT_IN,in,1821777.09,47096839.9
3549,180,CLIENT_IN,in,4084558.72,51181398.63
3550,180,LOAN_ISSUE,out,12551131.4,38630267.23
3551,180,DEPOSIT_IN,in,3317282.38,41947549.61
3552,180,CLIENT_OUT,out,2081063.39,39866486.23
3553,180,DEPOSIT_IN,in,6827389.25,46693875.47
3554,180,SALARY,out,14203066.77,32490808.7
3555,181,CLIENT_IN,in,164161.5,32654970.2
3556,181,CLIENT_OUT,out,3053393.72,29601576.48
3557,181,CLIENT_IN,in,2524394.52,32125971.0
3558,181,CLIENT_IN,in,4147738.02,36273709.02
3559,181,DEPOSIT_IN,in,8293853.69,44567562.71
3560,181,CLIENT_OUT,out,3891776.64,40675786.07
3561,181,CLIENT_IN,in,639888.35,41315674.42
3562,181,CLIENT_OUT,out,644690.47,40670983.95
3563,181,CLIENT_OUT,out,1812820.76,38858163.18
3564,181,CLIENT_IN,in,4705857.13,43564020.32
3565,181,CLIENT_IN,in,4631074.12,48195094.44
3566,181,DEPOSIT_IN,in,6328978.63,54524073.07
3567,181,CLIENT_OUT,out,1112886.58,53411186.49
3568,181,CLIENT_IN,in,4818345.25,58229531.74
3569,181,CLIENT_IN,in,4735280.27,62964812.02
3570,181,CLIENT_IN,in,3716173.93,66680985.95
3571,181,CLIENT_IN,in,1395751.43,68076737.38
3572,181,LOAN_ISSUE,out,15112365.65,52964371.73
3573,182,CLIENT_OUT,out,4328727.57,48635644.16
3574,182,CLIENT_IN,in,282437.74,48918081.9
3575,182,LOAN_ISSUE,out,1077269.95,47840811.95
3576,182,CLIENT_IN,in,3836115.07,51676927.02
3577,182,CLIENT_OUT,out,1809099.26,49867827.76
3578,182,CLIENT_IN,in,267678.61,50135506.37
3579,182,DEPOSIT_IN,in,9883514.81,60019021.17
3580,182,LOAN_ISSUE,out,18041267.34,41977753.83
3581,182,CLIENT_OUT,out,1895671.18,40082082.66
3582,182,LOAN_ISSUE,out,8768276.23,31313806.43
3583,182,CLIENT_IN,in,2034010.68,33347817.11
3584,182,CLIENT_OUT,out,1320839.13,32026977.97
3585,182,CLIENT_OUT,out,4631297.04,27395680.94
3586,182,CLIENT_OUT,out,735049.81,26660631.12
3587,182,CLIENT_OUT,out,712093.36,25948537.76
3588,182,CLIENT_IN,in,2424583.92,28373121.68
3589,182,CLIENT_IN,in,4538783.62,32911905.3
3590,182,CLIENT_OUT,out,3806562.28,29105343.02
3591,182,CLIENT_OUT,out,478928.39,28626414.62
3592,182,CLIENT_IN,in,3106177.43,31732592.05
3593,183,CLIENT_OUT,out,3659534.69,28073057.36
3594,183,DEPOSIT_IN,in,7887988.55,35961045.91
3595,183,CLIENT_IN,in,2857708.19,38818754.1
3596,183,CLIENT_OUT,out,415597.52,38403156.58
3597,183,CLIENT_IN,in,883202.79,39286359.37
3598,183,CLIENT_OUT,out,3622028.21,35664331.17
3599,183,CLIENT_OUT,out,583396.65,35080934.52
3600,183,CLIENT_IN,in,2512993.04,37593927.56
3601,183,CLIENT_OUT,out,4976537.86,32617389.71
3602,183,CLIENT_IN,in,3190674.03,35808063.74
3603,183,LOAN_ISSUE,out,12839792.67,22968271.07
3604,183,LOAN_ISSUE,out,15575491.41,10000000.0
3605,183,CLIENT_IN,in,4640490.5,14640490.5
3606,183,CLIENT_IN,in,1019555.95,15660046.45
3607,183,CLIENT_IN,in,2317184.25,17977230.7
3608,183,CLIENT_OUT,out,2702075.87,15275154.83
3609,184,CLIENT_OUT,out,2864052.15,12411102.68
3610,184,CLIENT_OUT,out,830526.9,11580575.78
3611,184,CLIENT_IN,in,384354.66,11964930.44
3612,184,CLIENT_IN,in,2872370.04,14837300.47
3613,184,CLIENT_OUT,out,2493613.02,12343687.46
3614,184,CLIENT_IN,in,3821330.85,16165018.3
3615,184,CLIENT_IN,in,1185178.89,17350197.19
3616,184,CLIENT_OUT,out,181118.66,17169078.53
3617,184,CLIENT_IN,in,4154590.82,21323669.35
3618,184,CLIENT_IN,in,267264.81,21590934.16
3619,184,CLIENT_OUT,out,1097420.45,20493513.71
3620,184,CLIENT_OUT,out,4911968.82,15581544.88
3621,184,CLIENT_OUT,out,1618880.42,13962664.46
3622,184,CLIENT_IN,in,4096142.54,18058807.0
3623,184,CLIENT_IN,in,3469455.47,21528262.48
3624,184,CLIENT_OUT,out,2394906.82,19133355.66
3625,184,CLIENT_IN,in,3171533.75,22304889.41
3626,184,LOAN_ISSUE,out,17030717.08,10000000.0
3627,184,CLIENT_OUT,out,3523056.86,10000000.0
3628,184,CLIENT_OUT,out,3134538.43,10000000.0
3629,184,CLIENT_OUT,out,4871180.62,10000000.0
3630,184,CLIENT_OUT,out,2680374.68,10000000.0
3631,184,CLIENT_OUT,out,4819703.02,10000000.0
3632,184,CLIENT_IN,in,277435.4,10277435.4
3633,185,CLIENT_OUT,out,3227572.03,10000000.0
3634,185,CLIENT_IN,in,3300049.42,13300049.42
3635,185,DEPOSIT_IN,in,8968852.67,22268902.09
3636,185,LOAN_ISSUE,out,4149586.31,18119315.78
3637,185,CLIENT_IN,in,2286999.27,20406315.05
3638,185,LOAN_ISSUE,out,5135418.09,15270896.96
3639,185,CLIENT_IN,in,3464123.1,18735020.06
3640,185,CLIENT_IN,in,542364.07,19277384.13
3641,185,CLIENT_IN,in,2503530.17,21780914.31
3642,185,DEPOSIT_IN,in,2031045.51,23811959.82
3643,185,CLIENT_OUT,out,3386732.25,20425227.57
3644,185,CLIENT_IN,in,4113300.61,24538528.18
3645,185,CLIENT_IN,in,1256488.97,25795017.15
3646,185,CLIENT_OUT,out,4172083.85,21622933.31
3647,185,CLIENT_OUT,out,2340100.2,19282833.11
3648,185,CLIENT_IN,in,315513.55,19598346.65
3649,185,DEPOSIT_IN,in,3714977.94,23313324.6
3650,185,CLIENT_IN,in,4462813.43,27776138.03
3651,185,CLIENT_OUT,out,4805445.34,22970692.68
3652,185,CLIENT_IN,in,799309.52,23770002.21
3653,185,CLIENT_OUT,out,1668119.65,22101882.56
3654,185,CLIENT_IN,in,2815363.92,24917246.48
3655,186,DEPOSIT_IN,in,1581336.17,26498582.65
3656,186,CLIENT_OUT,out,4713602.61,21784980.04
3657,186,CLIENT_IN,in,2739386.73,24524366.77
3658,186,CLIENT_OUT,out,3584954.34,20939412.43
3659,186,CLIENT_OUT,out,2611096.46,18328315.97
3660,186,LOAN_ISSUE,out,6006018.04,12322297.94
3661,186,CLIENT_IN,in,3050455.76,15372753.7
3662,186,CLIENT_IN,in,3769594.67,19142348.37
3663,186,CLIENT_OUT,out,998785.18,18143563.19
3664,186,CLIENT_OUT,out,1000666.26,17142896.93
3665,186,CLIENT_OUT,out,2349550.55,14793346.38
3666,186,CLIENT_IN,in,2639967.07,17433313.45
3667,186,CLIENT_IN,in,452135.06,17885448.52
3668,186,CLIENT_IN,in,3964342.73,21849791.25
3669,186,CLIENT_IN,in,1530721.14,23380512.39
3670,187,CLIENT_OUT,out,1903488.95,21477023.44
3671,187,CLIENT_IN,in,1117983.56,22595006.99
3672,187,LOAN_ISSUE,out,12752810.98,10000000.0
3673,187,CLIENT_IN,in,2018751.27,12018751.27
3674,187,LOAN_ISSUE,out,16036935.39,10000000.0
3675,187,LOAN_ISSUE,out,16358317.86,10000000.0
3676,187,CLIENT_IN,in,3065082.75,13065082.75
3677,187,LOAN_ISSUE,out,1443113.34,11621969.41
3678,187,DEPOSIT_IN,in,2509035.58,14131004.99
3679,187,CLIENT_IN,in,681464.66,14812469.65
3680,187,CLIENT_OUT,out,1954950.95,12857518.71
3681,187,CLIENT_IN,in,840091.34,13697610.05
3682,187,CLIENT_OUT,out,1080245.49,12617364.56
3683,187,CLIENT_OUT,out,2314963.79,10302400.77
3684,187,CLIENT_IN,in,1281485.57,11583886.34
3685,187,CLIENT_IN,in,3939075.28,15522961.62
3686,187,CLIENT_IN,in,4497393.82,20020355.44
3687,187,DEPOSIT_IN,in,9157943.95,29178299.39
3688,188,CLIENT_OUT,out,139339.03,29038960.35
3689,188,CLIENT_IN,in,2404426.99,31443387.34
3690,188,LOAN_ISSUE,out,13965887.11,17477500.23
3691,188,CLIENT_IN,in,1368633.74,18846133.97
3692,188,CLIENT_IN,in,271828.18,19117962.15
3693,188,CLIENT_OUT,out,2949497.27,16168464.87
3694,188,CLIENT_IN,in,4507560.09,20676024.97
3695,188,CLIENT_OUT,out,4670863.33,16005161.64
3696,188,CLIENT_OUT,out,685970.34,15319191.3
3697,188,CLIENT_OUT,out,287008.03,15032183.27
3698,188,CLIENT_IN,in,2459652.15,17491835.42
3699,188,CLIENT_IN,in,4188840.86,21680676.28
3700,188,CLIENT_OUT,out,309492.85,21371183.43
3701,188,CLIENT_OUT,out,2497942.28,18873241.15
3702,188,CLIENT_IN,in,2396751.26,21269992.41
3703,188,CLIENT_IN,in,396316.86,21666309.27
3704,188,CLIENT_IN,in,2233197.94,23899507.21
3705,188,CLIENT_OUT,out,3118022.07,20781485.14
3706,189,CLIENT_OUT,out,4230641.92,16550843.22
3707,189,CLIENT_OUT,out,2542387.03,14008456.19
3708,189,CLIENT_IN,in,3208302.1,17216758.29
3709,189,CLIENT_OUT,out,4258581.23,12958177.06
3710,189,DEPOSIT_IN,in,555140.38,13513317.44
3711,189,CLIENT_OUT,out,3450535.21,10062782.23
3712,189,CLIENT_IN,in,1207479.02,11270261.25
3713,189,DEPOSIT_IN,in,1651421.13,12921682.38
3714,189,CLIENT_IN,in,4371594.34,17293276.72
3715,189,CLIENT_IN,in,1236337.49,18529614.21
3716,189,CLIENT_OUT,out,725518.2,17804096.01
3717,189,CLIENT_OUT,out,3676663.9,14127432.11
3718,189,CLIENT_OUT,out,701276.21,13426155.9
3719,189,CLIENT_IN,in,2850688.89,16276844.79
3720,189,DEPOSIT_IN,in,4474021.68,20750866.47
3721,189,CLIENT_OUT,out,1281397.52,19469468.95
3722,190,CLIENT_IN,in,4829753.27,24299222.22
3723,190,DEPOSIT_IN,in,8319086.74,32618308.97
3724,190,CLIENT_IN,in,4446192.23,37064501.2
3725,190,CLIENT_OUT,out,3064042.6,34000458.6
3726,190,CLIENT_OUT,out,4664917.87,29335540.73
3727,190,DEPOSIT_IN,in,2858416.96,32193957.69
3728,190,CLIENT_IN,in,2664475.91,34858433.6
3729,190,CLIENT_IN,in,2685031.46,37543465.05
3730,190,DEPOSIT_IN,in,6160198.01,43703663.07
3731,190,CLIENT_OUT,out,485881.5,43217781.57
3732,190,CLIENT_IN,in,689454.28,43907235.85
3733,190,CLIENT_IN,in,3782720.6,47689956.45
3734,190,DEPOSIT_IN,in,1972460.36,49662416.82
3735,190,CLIENT_IN,in,2689971.92,52352388.74
3736,190,DEPOSIT_IN,in,6532131.26,58884519.99
3737,190,DEPOSIT_IN,in,3973582.7,62858102.7
3738,190,DEPOSIT_IN,in,5870186.08,68728288.78
3739,190,CLIENT_IN,in,3574496.49,72302785.27
3740,190,CLIENT_OUT,out,4026250.3,68276534.97
3741,190,CLIENT_OUT,out,1780031.6,66496503.37
3742,190,CLIENT_OUT,out,1493289.9,65003213.47
3743,190,CLIENT_OUT,out,1569659.25,63433554.22
3744,190,CLIENT_IN,in,2776478.8,66210033.03
3745,190,LOAN_ISSUE,out,11433258.94,54776774.09
3746,191,CLIENT_OUT,out,1333167.3,53443606.79
3747,191,DEPOSIT_IN,in,7954128.78,61397735.58
3748,191,CLIENT_OUT,out,3497469.28,57900266.3
3749,191,CLIENT_IN,in,3138894.04,61039160.33
3750,191,DEPOSIT_IN,in,5576628.1,66615788.43
3751,191,CLIENT_OUT,out,4017560.76,62598227.67
3752,191,LOAN_ISSUE,out,10767008.29,51831219.38
3753,191,DEPOSIT_IN,in,2711619.66,54542839.03
3754,191,CLIENT_OUT,out,1967006.53,52575832.5
3755,191,LOAN_ISSUE,out,12604108.8,39971723.7
3756,191,CLIENT_IN,in,3679645.04,43651368.74
3757,191,CLIENT_IN,in,1378976.01,45030344.75
3758,191,CLIENT_OUT,out,3683879.52,41346465.23
3759,191,CLIENT_IN,in,4847415.15,46193880.39
3760,191,CLIENT_OUT,out,3141420.31,43052460.07
3761,191,DEPOSIT_IN,in,4857951.93,47910412.0
3762,191,LOAN_ISSUE,out,1224815.85,46685596.15
3763,191,CLIENT_OUT,out,4104377.98,42581218.17
3764,192,CLIENT_IN,in,3544239.95,46125458.12
3765,192,CLIENT_IN,in,2491895.2,48617353.32
3766,192,CLIENT_IN,in,531422.59,49148775.9
3767,192,CLIENT_IN,in,545228.21,49694004.11
3768,192,CLIENT_OUT,out,3590513.75,46103490.36
3769,192,CLIENT_OUT,out,3450603.7,42652886.66
3770,192,CLIENT_OUT,out,1092748.16,41560138.5
3771,192,CLIENT_OUT,out,315079.71,41245058.8
3772,192,CLIENT_OUT,out,3477832.42,37767226.38
3773,192,CLIENT_OUT,out,2788690.92,34978535.46
3774,192,CLIENT_OUT,out,3693807.18,31284728.28
3775,192,LOAN_ISSUE,out,3283864.95,28000863.33
3776,192,CLIENT_OUT,out,2232899.13,25767964.21
3777,192,CLIENT_OUT,out,400636.74,25367327.47
3778,192,DEPOSIT_IN,in,2410557.86,27777885.33
3779,193,CLIENT_OUT,out,798056.94,26979828.39
3780,193,CLIENT_IN,in,4773368.17,31753196.56
3781,193,CLIENT_OUT,out,4633910.14,27119286.42
3782,193,LOAN_ISSUE,out,2088489.34,25030797.08
3783,193,CLIENT_OUT,out,1725125.74,23305671.34
3784,193,CLIENT_IN,in,710778.6,24016449.93
3785,193,CLIENT_IN,in,4123891.37,28140341.3
3786,193,CLIENT_OUT,out,3075996.89,25064344.41
3787,193,CLIENT_IN,in,3866645.11,28930989.52
3788,193,CLIENT_OUT,out,4204005.95,24726983.57
3789,193,DEPOSIT_IN,in,3756855.14,28483838.72
3790,193,LOAN_ISSUE,out,2092039.87,26391798.85
3791,193,DEPOSIT_IN,in,1005040.83,27396839.68
3792,193,CLIENT_IN,in,472126.95,27868966.63
3793,193,CLIENT_IN,in,2261538.29,30130504.92
3794,193,CLIENT_IN,in,793660.27,30924165.19
3795,193,DEPOSIT_IN,in,4059694.53,34983859.72
3796,193,CLIENT_IN,in,3939493.49,38923353.21
3797,193,CLIENT_IN,in,2591328.54,41514681.75
3798,193,LOAN_ISSUE,out,10647634.13,30867047.62
3799,193,CLIENT_OUT,out,3111434.39,27755613.23
3800,193,CLIENT_OUT,out,3260932.83,24494680.4
3801,193,CLIENT_IN,in,4284840.62,28779521.02
3802,194,CLIENT_OUT,out,4617857.17,24161663.85
3803,194,CLIENT_IN,in,1608960.41,25770624.26
3804,194,CLIENT_OUT,out,2236636.42,23533987.84
3805,194,CLIENT_IN,in,2734571.85,26268559.69
3806,194,CLIENT_OUT,out,1234540.87,25034018.82
3807,194,CLIENT_IN,in,3758627.61,28792646.43
3808,194,CLIENT_OUT,out,1193170.06,27599476.37
3809,194,CLIENT_OUT,out,3343434.77,24256041.6
3810,194,CLIENT_OUT,out,3317005.73,20939035.87
3811,194,DEPOSIT_IN,in,6228054.99,27167090.86
3812,194,CLIENT_OUT,out,146528.37,27020562.48
3813,194,CLIENT_OUT,out,2682824.24,24337738.24
3814,194,LOAN_ISSUE,out,19449214.92,10000000.0
3815,194,CLIENT_OUT,out,2781225.04,10000000.0
3816,194,DEPOSIT_IN,in,4040774.93,14040774.93
3817,195,CLIENT_OUT,out,4684616.33,10000000.0
3818,195,CLIENT_OUT,out,1869584.82,10000000.0
3819,195,CLIENT_IN,in,4920714.35,14920714.35
3820,195,CLIENT_OUT,out,2066706.44,12854007.91
3821,195,CLIENT_IN,in,3057629.81,15911637.72
3822,195,CLIENT_OUT,out,1151500.28,14760137.43
3823,195,CLIENT_OUT,out,2304932.76,12455204.67
3824,195,DEPOSIT_IN,in,8343732.34,20798937.01
3825,195,DEPOSIT_IN,in,5630412.88,26429349.89
3826,195,CLIENT_IN,in,1694133.57,28123483.46
3827,195,CLIENT_OUT,out,1789631.69,26333851.77
3828,195,CLIENT_OUT,out,1553693.14,24780158.62
3829,195,CLIENT_IN,in,2406265.1,27186423.72
3830,195,CLIENT_OUT,out,169620.03,27016803.69
3831,195,CLIENT_OUT,out,3263220.6,23753583.09
3832,195,CLIENT_OUT,out,4013490.61,19740092.49
3833,195,CLIENT_IN,in,1617378.96,21357471.45
3834,195,LOAN_ISSUE,out,9694368.72,11663102.73
3835,195,CLIENT_OUT,out,439617.91,11223484.83
3836,195,LOAN_ISSUE,out,4472620.26,10000000.0
3837,195,CLIENT_OUT,out,3504939.22,10000000.0
3838,195,CLIENT_IN,in,2327735.8,12327735.8
3839,195,SALARY,out,5085544.56,10000000.0
3840,196,CLIENT_IN,in,4723193.94,14723193.94
3841,196,CLIENT_IN,in,276226.32,14999420.26
3842,196,CLIENT_IN,in,2955410.15,17954830.41
3843,196,CLIENT_OUT,out,3230004.76,14724825.64
3844,196,CLIENT_IN,in,2709189.0,17434014.64
3845,196,CLIENT_OUT,out,1957330.46,15476684.18
3846,196,CLIENT_OUT,out,3416413.4,12060270.78
3847,196,CLIENT_IN,in,4676886.67,16737157.45
3848,196,CLIENT_IN,in,901572.23,17638729.68
3849,196,CLIENT_OUT,out,1773282.05,15865447.63
3850,196,CLIENT_IN,in,3692322.65,19557770.28
3851,196,CLIENT_IN,in,4000050.87,23557821.15
3852,196,CLIENT_OUT,out,466568.12,23091253.03
3853,196,CLIENT_IN,in,3027869.53,26119122.57
3854,196,CLIENT_OUT,out,4632391.51,21486731.05
3855,196,CLIENT_IN,in,4378663.68,25865394.73
3856,196,DEPOSIT_IN,in,2170810.64,28036205.37
3857,196,CLIENT_IN,in,2487414.96,30523620.33
3858,197,CLIENT_OUT,out,3147777.31,27375843.02
3859,197,CLIENT_IN,in,4655563.53,32031406.55
3860,197,CLIENT_OUT,out,1350097.23,30681309.32
3861,197,CLIENT_IN,in,1018009.9,31699319.22
3862,197,CLIENT_OUT,out,2119747.93,29579571.28
3863,197,CLIENT_OUT,out,532607.86,29046963.42
3864,197,CLIENT_OUT,out,3392546.19,25654417.23
3865,197,CLIENT_IN,in,1987872.09,27642289.32
3866,197,DEPOSIT_IN,in,6361719.23,34004008.56
3867,197,CLIENT_OUT,out,3272669.02,30731339.54
3868,197,CLIENT_OUT,out,2534087.26,28197252.28
3869,197,CLIENT_IN,in,4806462.69,33003714.97
3870,197,CLIENT_IN,in,3804127.54,36807842.51
3871,197,LOAN_ISSUE,out,13645653.86,23162188.65
3872,197,DEPOSIT_IN,in,561256.21,23723444.86
3873,197,CLIENT_IN,in,3490354.55,27213799.41
3874,197,CLIENT_IN,in,4420783.09,31634582.5
3875,197,CLIENT_IN,in,2770981.71,34405564.21
3876,197,DEPOSIT_IN,in,3379501.52,37785065.73
3877,197,CLIENT_OUT,out,1445126.39,36339939.35
3878,197,DEPOSIT_IN,in,2567716.32,38907655.67
3879,197,LOAN_ISSUE,out,11079778.16,27827877.5
3880,197,CLIENT_OUT,out,3353721.68,24474155.83
3881,197,CLIENT_IN,in,2123603.77,26597759.6
3882,198,LOAN_ISSUE,out,17701387.56,10000000.0
3883,198,CLIENT_IN,in,1533200.0,11533200.0
3884,198,LOAN_ISSUE,out,12815714.27,10000000.0
3885,198,CLIENT_OUT,out,2935411.58,10000000.0
3886,198,DEPOSIT_IN,in,9656514.17,19656514.17
3887,198,CLIENT_IN,in,956682.33,20613196.5
3888,198,CLIENT_OUT,out,4935624.8,15677571.7
3889,198,CLIENT_IN,in,669350.87,16346922.57
3890,198,CLIENT_OUT,out,997772.39,15349150.19
3891,198,CLIENT_IN,in,4056149.17,19405299.36
3892,198,CLIENT_IN,in,1444213.94,20849513.3
3893,198,LOAN_ISSUE,out,2380766.26,18468747.04
3894,198,CLIENT_IN,in,3463834.48,21932581.52
3895,198,CLIENT_IN,in,3745754.26,25678335.78
3896,198,CLIENT_OUT,out,4756798.6,20921537.18
3897,198,CLIENT_IN,in,4540414.42,25461951.6
3898,198,CLIENT_IN,in,1896970.79,27358922.39
3899,198,CLIENT_IN,in,4627072.64,31985995.02
3900,198,CLIENT_OUT,out,2856335.69,29129659.34
3901,199,CLIENT_IN,in,3078576.48,32208235.81
3902,199,CLIENT_OUT,out,2531583.54,29676652.28
3903,199,CLIENT_IN,in,2302653.51,31979305.79
3904,199,CLIENT_IN,in,770391.16,32749696.94
3905,199,CLIENT_IN,in,1735299.46,34484996.4
3906,199,CLIENT_OUT,out,3457782.31,31027214.09
3907,199,CLIENT_IN,in,3747768.19,34774982.28
3908,199,CLIENT_OUT,out,2129158.49,32645823.79
3909,199,CLIENT_OUT,out,987383.33,31658440.47
3910,199,CLIENT_IN,in,4312339.0,35970779.46
3911,199,CLIENT_OUT,out,969012.65,35001766.81
3912,199,CLIENT_OUT,out,3428536.37,31573230.44
3913,199,CLIENT_OUT,out,3518579.01,28054651.43
3914,199,CLIENT_IN,in,2140245.68,30194897.1
3915,199,CLIENT_OUT,out,2510423.4,27684473.7
3916,199,CLIENT_IN,in,801383.3,28485857.01
3917,199,CLIENT_OUT,out,828485.9,27657371.1
3918,199,CLIENT_IN,in,3068392.91,30725764.01
3919,199,CLIENT_OUT,out,2869822.67,27855941.35
3920,199,CLIENT_OUT,out,2902807.65,24953133.7
3921,199,CLIENT_IN,in,4066510.42,29019644.12
3922,199,CLIENT_IN,in,1252850.81,30272494.93
3923,200,CLIENT_IN,in,1629245.15,31901740.08
3924,200,LOAN_ISSUE,out,14933482.82,16968257.26
3925,200,CLIENT_OUT,out,3708195.52,13260061.73
3926,200,CLIENT_IN,in,1371603.26,14631665.0
3927,200,CLIENT_IN,in,1640222.92,16271887.92
3928,200,CLIENT_IN,in,4565958.29,20837846.21
3929,200,CLIENT_IN,in,3506477.38,24344323.59
3930,200,CLIENT_IN,in,4051476.98,28395800.57
3931,200,CLIENT_IN,in,3563144.42,31958944.99
3932,200,CLIENT_IN,in,3081023.87,35039968.86
3933,200,CLIENT_IN,in,3143924.7,38183893.56
3934,200,CLIENT_IN,in,1313898.62,39497792.18
3935,200,DEPOSIT_IN,in,6269564.36,45767356.54
3936,200,CLIENT_IN,in,3648532.66,49415889.2
3937,200,DEPOSIT_IN,in,5572491.44,54988380.63
3938,200,DEPOSIT_IN,in,8232112.68,63220493.31
3939,200,LOAN_ISSUE,out,7138859.15,56081634.16
3940,200,CLIENT_IN,in,1688218.93,57769853.09
3941,200,CLIENT_OUT,out,1159321.06,56610532.04
3942,200,CLIENT_OUT,out,1557999.87,55052532.16
3943,200,CLIENT_OUT,out,764661.89,54287870.28
3944,201,CLIENT_IN,in,4413864.46,58701734.74
3945,201,CLIENT_OUT,out,2015932.88,56685801.86
3946,201,CLIENT_IN,in,4735606.68,61421408.54
3947,201,CLIENT_IN,in,159835.05,61581243.58
